Date,XAU/USD
1990-07-24,367.3
1990-07-25,371.45
1990-07-26,368.95
1990-07-27,367.5
1990-07-30,367.95
1990-07-31,370.75
1990-08-01,373.25
1990-08-02,377.45
1990-08-03,377.75
1990-08-06,384.75
1990-08-07,386.5
1990-08-08,382.95
1990-08-09,385.75
1990-08-10,396.75
1990-08-13,404.25
1990-08-14,404.68
1990-08-15,402.75
1990-08-16,410.38
1990-08-17,409.48
1990-08-20,409.75
1990-08-21,407.0
1990-08-22,413.62
1990-08-23,411.45
1990-08-24,411.95
1990-08-27,390.25
1990-08-28,383.0
1990-08-29,387.5
1990-08-30,389.25
1990-08-31,383.0
1990-09-03,386.85
1990-09-04,384.5
1990-09-05,388.75
1990-09-06,390.25
1990-09-07,390.05
1990-09-10,379.6
1990-09-11,380.85
1990-09-12,382.65
1990-09-13,383.75
1990-09-14,385.35
1990-09-17,390.75
1990-09-18,388.85
1990-09-19,385.85
1990-09-20,389.75
1990-09-21,389.25
1990-09-24,403.62
1990-09-25,401.4
1990-09-26,407.38
1990-09-27,405.25
1990-09-28,403.15
1990-10-01,388.55
1990-10-02,389.05
1990-10-03,394.62
1990-10-04,393.25
1990-10-05,394.25
1990-10-08,394.0
1990-10-09,390.5
1990-10-10,388.88
1990-10-11,391.15
1990-10-12,388.25
1990-10-15,375.75
1990-10-16,362.35
1990-10-17,366.55
1990-10-18,371.38
1990-10-19,372.95
1990-10-22,369.75
1990-10-23,370.95
1990-10-24,373.75
1990-10-25,376.45
1990-10-26,371.25
1990-10-29,374.3
1990-10-30,378.75
1990-10-31,380.2
1990-11-01,381.55
1990-11-02,376.5
1990-11-05,378.95
1990-11-06,385.35
1990-11-07,386.6
1990-11-08,387.25
1990-11-09,384.65
1990-11-12,381.6
1990-11-13,385.25
1990-11-14,377.45
1990-11-15,379.05
1990-11-16,379.15
1990-11-19,381.75
1990-11-20,377.75
1990-11-21,379.35
1990-11-22,380.25
1990-11-23,384.15
1990-11-26,386.45
1990-11-27,385.15
1990-11-28,384.95
1990-11-29,387.35
1990-11-30,382.25
1990-12-03,375.55
1990-12-04,376.05
1990-12-05,373.2
1990-12-06,371.35
1990-12-07,369.55
1990-12-10,373.25
1990-12-11,372.25
1990-12-12,371.75
1990-12-13,373.3
1990-12-14,376.05
1990-12-17,376.75
1990-12-18,376.1
1990-12-19,384.25
1990-12-20,383.65
1990-12-21,381.45
1990-12-24,383.5
1990-12-25,390.0
1990-12-26,384.25
1990-12-27,384.85
1990-12-28,393.0
1990-12-31,393.0
1991-01-02,388.65
1991-01-03,386.75
1991-01-04,385.3
1991-01-07,393.1
1991-01-08,390.75
1991-01-09,391.75
1991-01-10,389.65
1991-01-11,391.5
1991-01-14,398.75
1991-01-15,399.0
1991-01-16,403.38
1991-01-17,374.0
1991-01-18,374.1
1991-01-21,379.35
1991-01-22,380.75
1991-01-23,378.25
1991-01-24,372.9
1991-01-25,375.85
1991-01-28,376.6
1991-01-29,376.35
1991-01-30,367.95
1991-01-31,366.35
1991-02-01,365.55
1991-02-04,368.35
1991-02-05,365.85
1991-02-06,362.35
1991-02-07,367.25
1991-02-08,369.55
1991-02-11,366.25
1991-02-12,367.0
1991-02-13,367.05
1991-02-14,367.95
1991-02-15,363.75
1991-02-18,363.95
1991-02-19,363.65
1991-02-20,363.9
1991-02-21,361.55
1991-02-22,357.0
1991-02-25,359.25
1991-02-26,358.25
1991-02-27,361.1
1991-02-28,366.15
1991-03-01,366.85
1991-03-04,367.05
1991-03-05,364.0
1991-03-06,366.5
1991-03-07,366.95
1991-03-08,369.0
1991-03-11,365.1
1991-03-12,364.9
1991-03-13,366.85
1991-03-14,364.95
1991-03-15,364.45
1991-03-18,362.35
1991-03-19,363.35
1991-03-20,362.45
1991-03-21,362.05
1991-03-22,362.55
1991-03-25,358.65
1991-03-26,356.95
1991-03-27,355.25
1991-03-28,356.55
1991-03-29,355.6
1991-04-01,359.0
1991-04-02,357.45
1991-04-03,359.4
1991-04-04,358.5
1991-04-05,359.05
1991-04-08,360.85
1991-04-09,364.15
1991-04-10,363.45
1991-04-11,362.05
1991-04-12,359.95
1991-04-15,360.55
1991-04-16,360.1
1991-04-17,360.95
1991-04-18,357.6
1991-04-19,356.65
1991-04-22,357.25
1991-04-23,356.6
1991-04-24,355.95
1991-04-25,353.95
1991-04-26,353.85
1991-04-29,352.25
1991-04-30,356.6
1991-05-01,356.0
1991-05-02,355.1
1991-05-03,353.85
1991-05-06,355.25
1991-05-07,356.65
1991-05-08,357.3
1991-05-09,358.25
1991-05-10,356.85
1991-05-13,358.25
1991-05-14,359.4
1991-05-15,359.45
1991-05-16,356.15
1991-05-17,354.75
1991-05-20,356.65
1991-05-21,356.75
1991-05-22,355.65
1991-05-23,354.95
1991-05-24,356.25
1991-05-27,356.6
1991-05-28,363.25
1991-05-29,360.45
1991-05-30,362.7
1991-05-31,361.5
1991-06-03,362.5
1991-06-04,362.05
1991-06-05,362.45
1991-06-06,365.45
1991-06-07,366.25
1991-06-10,372.95
1991-06-11,370.5
1991-06-12,369.9
1991-06-13,369.35
1991-06-14,366.5
1991-06-17,367.75
1991-06-18,367.75
1991-06-19,368.15
1991-06-20,368.2
1991-06-21,366.95
1991-06-24,363.55
1991-06-25,364.5
1991-06-26,366.1
1991-06-27,366.0
1991-06-28,368.25
1991-07-01,368.25
1991-07-02,367.8
1991-07-03,369.75
1991-07-04,369.75
1991-07-05,370.25
1991-07-08,370.25
1991-07-09,369.25
1991-07-10,369.65
1991-07-11,367.5
1991-07-12,368.5
1991-07-15,369.55
1991-07-16,368.9
1991-07-17,369.55
1991-07-18,369.15
1991-07-19,370.6
1991-07-22,367.4
1991-07-23,367.5
1991-07-24,364.55
1991-07-25,364.55
1991-07-26,366.25
1991-07-29,364.15
1991-07-30,363.75
1991-07-31,363.95
1991-08-01,363.55
1991-08-02,356.35
1991-08-05,356.3
1991-08-06,357.25
1991-08-07,356.95
1991-08-08,356.7
1991-08-09,358.75
1991-08-12,357.5
1991-08-13,356.8
1991-08-14,357.85
1991-08-15,357.3
1991-08-16,358.0
1991-08-19,358.9
1991-08-20,356.2
1991-08-21,355.95
1991-08-22,354.55
1991-08-23,353.85
1991-08-26,355.25
1991-08-27,354.5
1991-08-28,354.5
1991-08-29,351.45
1991-08-30,348.55
1991-09-02,348.0
1991-09-03,348.25
1991-09-04,349.05
1991-09-05,346.85
1991-09-06,349.15
1991-09-09,350.9
1991-09-10,349.75
1991-09-11,345.45
1991-09-12,344.25
1991-09-13,344.45
1991-09-16,344.55
1991-09-17,346.7
1991-09-18,348.25
1991-09-19,348.45
1991-09-20,348.55
1991-09-23,351.0
1991-09-24,353.75
1991-09-25,352.6
1991-09-26,350.8
1991-09-27,349.25
1991-09-30,354.05
1991-10-01,354.1
1991-10-02,355.15
1991-10-03,357.8
1991-10-04,358.85
1991-10-07,358.9
1991-10-08,356.95
1991-10-09,359.15
1991-10-10,358.2
1991-10-11,359.5
1991-10-14,358.3
1991-10-15,357.45
1991-10-16,357.6
1991-10-17,360.1
1991-10-18,362.05
1991-10-21,363.3
1991-10-22,363.25
1991-10-23,362.15
1991-10-24,361.85
1991-10-25,360.5
1991-10-28,358.6
1991-10-29,359.1
1991-10-30,357.9
1991-10-31,357.95
1991-11-01,355.35
1991-11-04,356.75
1991-11-05,354.35
1991-11-06,354.6
1991-11-07,353.65
1991-11-08,354.0
1991-11-11,355.35
1991-11-12,355.9
1991-11-13,356.35
1991-11-14,355.1
1991-11-15,359.25
1991-11-18,360.35
1991-11-19,363.0
1991-11-20,363.95
1991-11-21,367.65
1991-11-22,368.95
1991-11-25,367.8
1991-11-26,365.65
1991-11-27,367.75
1991-11-28,366.05
1991-11-29,367.9
1991-12-02,366.55
1991-12-03,363.65
1991-12-04,365.1
1991-12-05,366.75
1991-12-06,368.95
1991-12-09,368.95
1991-12-10,368.25
1991-12-11,366.2
1991-12-12,358.0
1991-12-13,359.2
1991-12-16,359.1
1991-12-17,356.75
1991-12-18,359.05
1991-12-19,357.75
1991-12-20,358.7
1991-12-23,359.6
1991-12-24,359.55
1991-12-25,358.75
1991-12-26,355.2
1991-12-27,354.0
1991-12-30,352.95
1991-12-31,354.3
1992-01-01,354.3
1992-01-02,352.45
1992-01-03,350.75
1992-01-06,349.75
1992-01-07,349.55
1992-01-08,350.75
1992-01-09,357.25
1992-01-10,356.35
1992-01-13,353.95
1992-01-14,354.85
1992-01-15,354.15
1992-01-16,356.55
1992-01-17,354.1
1992-01-20,357.85
1992-01-21,357.75
1992-01-22,357.6
1992-01-23,354.85
1992-01-24,354.75
1992-01-27,355.05
1992-01-28,355.9
1992-01-29,356.45
1992-01-30,354.4
1992-01-31,357.0
1992-02-03,356.0
1992-02-04,355.95
1992-02-05,355.7
1992-02-06,355.55
1992-02-07,354.75
1992-02-10,355.65
1992-02-11,356.05
1992-02-12,357.8
1992-02-13,355.6
1992-02-14,353.35
1992-02-17,354.25
1992-02-18,353.05
1992-02-19,352.95
1992-02-20,353.35
1992-02-21,351.25
1992-02-24,349.95
1992-02-25,349.6
1992-02-26,349.65
1992-02-27,353.75
1992-02-28,353.1
1992-03-02,351.55
1992-03-03,350.6
1992-03-04,350.65
1992-03-05,351.7
1992-03-06,349.5
1992-03-09,349.05
1992-03-10,349.05
1992-03-11,350.3
1992-03-12,347.4
1992-03-13,346.95
1992-03-16,343.55
1992-03-17,340.55
1992-03-18,338.65
1992-03-19,338.95
1992-03-20,338.45
1992-03-23,338.25
1992-03-24,339.6
1992-03-25,341.25
1992-03-26,340.75
1992-03-27,342.45
1992-03-30,341.85
1992-03-31,343.4
1992-04-01,342.55
1992-04-02,340.55
1992-04-03,340.9
1992-04-06,340.05
1992-04-07,338.55
1992-04-08,337.85
1992-04-09,339.6
1992-04-10,341.05
1992-04-13,339.35
1992-04-14,339.5
1992-04-15,335.9
1992-04-16,337.35
1992-04-17,338.0
1992-04-20,337.0
1992-04-21,340.35
1992-04-22,338.65
1992-04-23,338.35
1992-04-24,336.5
1992-04-27,336.15
1992-04-28,336.3
1992-04-29,335.75
1992-04-30,337.15
1992-05-01,338.55
1992-05-04,336.75
1992-05-05,337.05
1992-05-06,336.75
1992-05-07,335.45
1992-05-08,335.65
1992-05-11,336.5
1992-05-12,335.0
1992-05-13,335.85
1992-05-14,337.65
1992-05-15,338.65
1992-05-18,338.65
1992-05-19,337.8
1992-05-20,337.9
1992-05-21,337.15
1992-05-22,337.85
1992-05-25,338.35
1992-05-26,338.15
1992-05-27,337.8
1992-05-28,337.3
1992-05-29,336.55
1992-06-01,337.85
1992-06-02,338.95
1992-06-03,338.5
1992-06-04,338.75
1992-06-05,338.75
1992-06-08,338.15
1992-06-09,338.05
1992-06-10,337.9
1992-06-11,340.25
1992-06-12,342.75
1992-06-15,342.75
1992-06-16,342.15
1992-06-17,341.6
1992-06-18,342.5
1992-06-19,340.95
1992-06-22,343.45
1992-06-23,344.35
1992-06-24,342.9
1992-06-25,343.05
1992-06-26,342.55
1992-06-29,343.7
1992-06-30,343.25
1992-07-01,344.15
1992-07-02,346.25
1992-07-03,346.25
1992-07-06,346.65
1992-07-07,346.4
1992-07-08,347.35
1992-07-09,348.7
1992-07-10,348.25
1992-07-13,348.95
1992-07-14,350.85
1992-07-15,353.7
1992-07-16,352.5
1992-07-17,357.2
1992-07-20,358.9
1992-07-21,357.65
1992-07-22,359.25
1992-07-23,358.0
1992-07-24,359.5
1992-07-27,358.05
1992-07-28,359.25
1992-07-29,356.65
1992-07-30,356.75
1992-07-31,357.85
1992-08-03,353.25
1992-08-04,353.15
1992-08-05,349.65
1992-08-06,349.55
1992-08-07,350.6
1992-08-10,350.15
1992-08-11,347.9
1992-08-12,340.25
1992-08-13,335.1
1992-08-14,335.55
1992-08-17,337.25
1992-08-18,336.2
1992-08-19,337.85
1992-08-20,337.75
1992-08-21,337.65
1992-08-24,341.8
1992-08-25,340.5
1992-08-26,338.4
1992-08-27,339.15
1992-08-28,339.7
1992-08-31,342.45
1992-09-01,340.75
1992-09-02,338.9
1992-09-03,341.15
1992-09-04,341.5
1992-09-07,343.15
1992-09-08,342.45
1992-09-09,342.05
1992-09-10,342.15
1992-09-11,341.0
1992-09-14,346.7
1992-09-15,346.25
1992-09-16,349.2
1992-09-17,348.0
1992-09-18,351.25
1992-09-21,347.7
1992-09-22,349.5
1992-09-23,348.95
1992-09-24,349.35
1992-09-25,349.3
1992-09-28,348.1
1992-09-29,348.75
1992-09-30,348.55
1992-10-01,348.35
1992-10-02,348.55
1992-10-05,350.75
1992-10-06,350.4
1992-10-07,350.85
1992-10-08,350.0
1992-10-09,350.55
1992-10-12,345.9
1992-10-13,344.45
1992-10-14,341.75
1992-10-15,341.35
1992-10-16,342.25
1992-10-19,342.7
1992-10-20,343.75
1992-10-21,343.75
1992-10-22,342.55
1992-10-23,343.35
1992-10-26,340.75
1992-10-27,337.55
1992-10-28,339.15
1992-10-29,339.65
1992-10-30,339.7
1992-11-02,339.95
1992-11-03,337.95
1992-11-04,337.55
1992-11-05,336.75
1992-11-06,335.8
1992-11-09,333.35
1992-11-10,330.25
1992-11-11,332.25
1992-11-12,332.95
1992-11-13,335.95
1992-11-16,334.65
1992-11-17,335.45
1992-11-18,335.0
1992-11-19,335.25
1992-11-20,335.45
1992-11-23,334.55
1992-11-24,334.85
1992-11-25,333.65
1992-11-26,334.85
1992-11-27,334.75
1992-11-30,334.55
1992-12-01,335.15
1992-12-02,335.9
1992-12-03,335.55
1992-12-04,335.96
1992-12-07,336.15
1992-12-08,335.6
1992-12-09,333.85
1992-12-10,334.15
1992-12-11,335.25
1992-12-14,334.8
1992-12-15,334.75
1992-12-16,337.75
1992-12-17,338.25
1992-12-18,337.2
1992-12-21,334.2
1992-12-22,332.45
1992-12-23,333.25
1992-12-24,333.1
1992-12-25,334.0
1992-12-28,333.25
1992-12-29,333.0
1992-12-30,333.4
1992-12-31,333.15
1993-01-04,328.55
1993-01-05,329.25
1993-01-06,329.9
1993-01-07,329.55
1993-01-08,329.45
1993-01-11,328.15
1993-01-12,328.9
1993-01-13,328.15
1993-01-14,327.7
1993-01-15,327.7
1993-01-18,328.5
1993-01-19,328.85
1993-01-20,329.9
1993-01-21,329.6
1993-01-22,328.75
1993-01-25,328.95
1993-01-26,331.25
1993-01-27,329.85
1993-01-28,330.2
1993-01-29,329.85
1993-02-01,329.85
1993-02-02,329.65
1993-02-03,328.75
1993-02-04,328.4
1993-02-05,327.95
1993-02-08,327.8
1993-02-09,328.5
1993-02-10,332.1
1993-02-11,331.5
1993-02-12,328.95
1993-02-15,328.75
1993-02-16,332.2
1993-02-17,330.65
1993-02-18,330.25
1993-02-19,330.05
1993-02-22,328.1
1993-02-23,330.6
1993-02-24,329.45
1993-02-25,329.5
1993-02-26,328.45
1993-03-01,328.65
1993-03-02,329.65
1993-03-03,329.0
1993-03-04,329.05
1993-03-05,329.75
1993-03-08,327.25
1993-03-09,327.0
1993-03-10,326.4
1993-03-11,327.05
1993-03-12,328.0
1993-03-15,329.15
1993-03-16,329.1
1993-03-17,329.05
1993-03-18,330.5
1993-03-19,331.8
1993-03-22,332.75
1993-03-23,331.75
1993-03-24,332.35
1993-03-25,332.45
1993-03-26,332.35
1993-03-29,332.25
1993-03-30,336.6
1993-03-31,337.0
1993-04-01,338.35
1993-04-02,340.35
1993-04-05,339.0
1993-04-06,337.65
1993-04-07,337.65
1993-04-08,337.35
1993-04-09,337.65
1993-04-12,336.75
1993-04-13,337.2
1993-04-14,338.85
1993-04-15,337.1
1993-04-16,338.65
1993-04-19,340.1
1993-04-20,339.6
1993-04-21,339.1
1993-04-22,340.65
1993-04-23,346.12
1993-04-26,352.25
1993-04-27,349.95
1993-04-28,353.05
1993-04-29,356.25
1993-04-30,355.6
1993-05-03,353.55
1993-05-04,354.35
1993-05-05,354.1
1993-05-06,357.15
1993-05-07,356.12
1993-05-10,356.1
1993-05-11,356.15
1993-05-12,361.25
1993-05-13,368.35
1993-05-14,367.75
1993-05-17,366.9
1993-05-18,377.62
1993-05-19,373.12
1993-05-20,374.25
1993-05-21,377.6
1993-05-24,374.12
1993-05-25,378.88
1993-05-26,374.9
1993-05-27,381.25
1993-05-28,377.38
1993-05-31,379.0
1993-06-01,369.5
1993-06-02,369.88
1993-06-03,374.5
1993-06-04,376.55
1993-06-07,373.9
1993-06-08,372.88
1993-06-09,370.25
1993-06-10,369.12
1993-06-11,366.27
1993-06-14,365.38
1993-06-15,370.12
1993-06-16,369.98
1993-06-17,371.3
1993-06-18,371.25
1993-06-21,369.85
1993-06-22,368.88
1993-06-23,374.0
1993-06-24,374.75
1993-06-25,377.0
1993-06-28,375.35
1993-06-29,378.5
1993-06-30,377.25
1993-07-01,387.38
1993-07-02,385.7
1993-07-05,387.85
1993-07-06,392.9
1993-07-07,397.45
1993-07-08,393.75
1993-07-09,391.5
1993-07-12,394.45
1993-07-13,394.88
1993-07-14,391.38
1993-07-15,393.38
1993-07-16,392.45
1993-07-19,391.95
1993-07-20,392.05
1993-07-21,388.95
1993-07-22,391.9
1993-07-23,390.25
1993-07-26,392.95
1993-07-27,391.35
1993-07-28,393.25
1993-07-29,400.0
1993-07-30,407.05
1993-08-02,405.88
1993-08-03,403.05
1993-08-04,400.1
1993-08-05,377.75
1993-08-06,377.0
1993-08-09,383.62
1993-08-10,381.35
1993-08-11,375.62
1993-08-12,367.5
1993-08-13,369.75
1993-08-16,373.5
1993-08-17,372.0
1993-08-18,374.65
1993-08-19,371.38
1993-08-20,373.75
1993-08-23,373.05
1993-08-24,371.88
1993-08-25,372.4
1993-08-26,368.25
1993-08-27,369.5
1993-08-30,370.5
1993-08-31,372.5
1993-09-01,369.5
1993-09-02,363.75
1993-09-03,364.65
1993-09-06,364.35
1993-09-07,350.38
1993-09-08,351.85
1993-09-09,354.45
1993-09-10,350.15
1993-09-13,343.88
1993-09-14,345.35
1993-09-15,347.75
1993-09-16,352.95
1993-09-17,350.8
1993-09-20,353.7
1993-09-21,363.7
1993-09-22,354.25
1993-09-23,357.35
1993-09-24,357.6
1993-09-27,354.15
1993-09-28,355.55
1993-09-29,353.35
1993-09-30,355.45
1993-10-01,355.25
1993-10-04,353.2
1993-10-05,353.25
1993-10-06,356.95
1993-10-07,356.5
1993-10-08,359.75
1993-10-11,360.25
1993-10-12,366.35
1993-10-13,365.55
1993-10-14,364.95
1993-10-15,364.65
1993-10-18,368.25
1993-10-19,368.9
1993-10-20,372.45
1993-10-21,370.3
1993-10-22,370.45
1993-10-25,369.5
1993-10-26,369.6
1993-10-27,369.0
1993-10-28,369.25
1993-10-29,368.85
1993-11-01,361.95
1993-11-02,362.95
1993-11-03,368.0
1993-11-04,372.25
1993-11-05,377.0
1993-11-08,375.1
1993-11-09,376.5
1993-11-10,376.9
1993-11-11,376.25
1993-11-12,373.25
1993-11-15,375.25
1993-11-16,374.05
1993-11-17,376.35
1993-11-18,376.05
1993-11-19,378.35
1993-11-22,378.25
1993-11-23,377.2
1993-11-24,377.15
1993-11-25,377.5
1993-11-26,377.0
1993-11-29,370.25
1993-11-30,370.45
1993-12-01,375.25
1993-12-02,373.95
1993-12-03,376.75
1993-12-06,376.05
1993-12-07,377.45
1993-12-08,383.75
1993-12-09,382.0
1993-12-10,383.15
1993-12-13,386.6
1993-12-14,386.95
1993-12-15,387.1
1993-12-16,385.75
1993-12-17,387.25
1993-12-20,389.25
1993-12-21,387.45
1993-12-22,386.45
1993-12-23,386.05
1993-12-24,386.75
1993-12-27,387.95
1993-12-28,387.55
1993-12-29,390.25
1993-12-30,390.75
1993-12-31,390.75
1994-01-03,393.75
1994-01-04,393.6
1994-01-05,390.95
1994-01-06,389.0
1994-01-07,386.5
1994-01-10,384.85
1994-01-11,387.95
1994-01-12,386.25
1994-01-13,389.95
1994-01-14,389.55
1994-01-17,391.45
1994-01-18,392.75
1994-01-19,392.6
1994-01-20,387.55
1994-01-21,381.35
1994-01-24,381.35
1994-01-25,381.5
1994-01-26,384.6
1994-01-27,376.0
1994-01-28,377.05
1994-01-31,382.25
1994-02-01,384.4
1994-02-02,385.15
1994-02-03,387.45
1994-02-04,386.85
1994-02-07,379.12
1994-02-08,382.38
1994-02-09,383.5
1994-02-10,381.75
1994-02-11,380.3
1994-02-14,383.88
1994-02-15,383.38
1994-02-16,383.55
1994-02-17,382.88
1994-02-18,380.0
1994-02-21,380.2
1994-02-22,377.85
1994-02-23,377.75
1994-02-24,376.5
1994-02-25,378.55
1994-02-28,381.5
1994-03-01,378.5
1994-03-02,377.85
1994-03-03,377.6
1994-03-04,376.95
1994-03-07,376.15
1994-03-08,376.75
1994-03-09,379.15
1994-03-10,386.6
1994-03-11,385.1
1994-03-14,386.55
1994-03-15,386.85
1994-03-16,385.05
1994-03-17,382.65
1994-03-18,387.05
1994-03-21,386.75
1994-03-22,389.25
1994-03-23,386.85
1994-03-24,391.25
1994-03-25,390.85
1994-03-28,388.25
1994-03-29,386.05
1994-03-30,386.15
1994-03-31,391.85
1994-04-01,389.4
1994-04-04,387.35
1994-04-05,384.6
1994-04-06,385.05
1994-04-07,384.75
1994-04-08,384.25
1994-04-11,378.75
1994-04-12,378.95
1994-04-13,378.5
1994-04-14,378.55
1994-04-15,378.0
1994-04-18,377.15
1994-04-19,372.05
1994-04-20,372.75
1994-04-21,373.45
1994-04-22,371.05
1994-04-25,373.4
1994-04-26,374.25
1994-04-27,374.25
1994-04-28,376.0
1994-04-29,376.95
1994-05-02,376.35
1994-05-03,375.75
1994-05-04,376.45
1994-05-05,373.65
1994-05-06,383.55
1994-05-09,381.35
1994-05-10,378.95
1994-05-11,382.05
1994-05-12,380.25
1994-05-13,380.75
1994-05-16,382.65
1994-05-17,381.25
1994-05-18,381.75
1994-05-19,381.45
1994-05-20,385.7
1994-05-23,389.05
1994-05-24,387.1
1994-05-25,386.7
1994-05-26,384.45
1994-05-27,384.75
1994-05-30,385.25
1994-05-31,386.85
1994-06-01,383.65
1994-06-02,384.05
1994-06-03,380.75
1994-06-06,380.5
1994-06-07,381.35
1994-06-08,382.25
1994-06-09,383.0
1994-06-10,383.55
1994-06-13,383.4
1994-06-14,384.4
1994-06-15,386.85
1994-06-16,385.65
1994-06-17,391.75
1994-06-20,389.45
1994-06-21,393.65
1994-06-22,389.95
1994-06-23,389.8
1994-06-24,390.95
1994-06-27,385.2
1994-06-28,386.4
1994-06-29,385.15
1994-06-30,385.75
1994-07-01,386.95
1994-07-04,386.95
1994-07-05,386.05
1994-07-06,383.95
1994-07-07,384.65
1994-07-08,384.5
1994-07-11,387.25
1994-07-12,385.6
1994-07-13,383.6
1994-07-14,384.25
1994-07-15,386.05
1994-07-18,386.0
1994-07-19,386.7
1994-07-20,385.6
1994-07-21,384.5
1994-07-22,385.05
1994-07-25,385.1
1994-07-26,387.1
1994-07-27,387.65
1994-07-28,385.35
1994-07-29,383.45
1994-08-01,383.7
1994-08-02,379.6
1994-08-03,378.25
1994-08-04,377.85
1994-08-05,377.95
1994-08-08,377.05
1994-08-09,378.0
1994-08-10,377.6
1994-08-11,378.9
1994-08-12,376.8
1994-08-15,377.65
1994-08-16,377.45
1994-08-17,377.45
1994-08-18,381.35
1994-08-19,382.15
1994-08-22,381.75
1994-08-23,381.8
1994-08-24,384.0
1994-08-25,383.45
1994-08-26,383.55
1994-08-29,386.8
1994-08-30,386.35
1994-08-31,386.25
1994-09-01,387.05
1994-09-02,387.15
1994-09-05,387.2
1994-09-06,388.0
1994-09-07,389.75
1994-09-08,390.45
1994-09-09,392.0
1994-09-12,390.9
1994-09-13,390.7
1994-09-14,388.65
1994-09-15,388.15
1994-09-16,389.85
1994-09-19,390.5
1994-09-20,393.75
1994-09-21,393.9
1994-09-22,396.45
1994-09-23,395.95
1994-09-26,394.25
1994-09-27,397.6
1994-09-28,394.4
1994-09-29,395.5
1994-09-30,394.85
1994-10-03,394.8
1994-10-04,392.65
1994-10-05,391.9
1994-10-06,392.35
1994-10-07,391.25
1994-10-10,390.65
1994-10-11,387.95
1994-10-12,388.05
1994-10-13,386.85
1994-10-14,387.65
1994-10-17,389.95
1994-10-18,389.0
1994-10-19,390.3
1994-10-20,391.05
1994-10-21,390.85
1994-10-24,389.65
1994-10-25,389.35
1994-10-26,389.1
1994-10-27,388.1
1994-10-28,387.15
1994-10-31,384.0
1994-11-01,384.45
1994-11-02,384.45
1994-11-03,383.55
1994-11-04,383.55
1994-11-07,382.5
1994-11-08,384.15
1994-11-09,383.95
1994-11-10,385.1
1994-11-11,385.25
1994-11-14,384.9
1994-11-15,386.55
1994-11-16,386.35
1994-11-17,385.45
1994-11-18,384.35
1994-11-21,383.4
1994-11-22,383.65
1994-11-23,384.7
1994-11-24,384.5
1994-11-25,385.05
1994-11-28,383.3
1994-11-29,383.15
1994-11-30,381.25
1994-12-01,379.6
1994-12-02,376.8
1994-12-05,376.05
1994-12-06,376.55
1994-12-07,376.75
1994-12-08,377.3
1994-12-09,377.35
1994-12-12,377.95
1994-12-13,378.0
1994-12-14,379.05
1994-12-15,380.5
1994-12-16,379.25
1994-12-19,380.0
1994-12-20,381.85
1994-12-21,381.85
1994-12-22,380.95
1994-12-23,380.35
1994-12-26,381.0
1994-12-27,381.6
1994-12-28,383.85
1994-12-29,382.55
1994-12-30,382.85
1995-01-02,383.15
1995-01-03,379.7
1995-01-04,374.55
1995-01-05,375.55
1995-01-06,371.95
1995-01-09,373.3
1995-01-10,374.7
1995-01-11,376.55
1995-01-12,380.2
1995-01-13,378.6
1995-01-16,377.75
1995-01-17,380.35
1995-01-18,382.3
1995-01-19,383.25
1995-01-20,384.95
1995-01-23,381.15
1995-01-24,381.6
1995-01-25,380.85
1995-01-26,381.6
1995-01-27,377.0
1995-01-30,376.85
1995-01-31,375.05
1995-02-01,376.15
1995-02-02,376.45
1995-02-03,375.95
1995-02-06,375.65
1995-02-07,374.5
1995-02-08,375.65
1995-02-09,376.05
1995-02-10,376.0
1995-02-13,375.45
1995-02-14,376.1
1995-02-15,376.35
1995-02-16,376.4
1995-02-17,378.45
1995-02-20,379.4
1995-02-21,378.35
1995-02-22,379.5
1995-02-23,379.2
1995-02-24,376.6
1995-02-27,376.35
1995-02-28,376.85
1995-03-01,374.9
1995-03-02,376.65
1995-03-03,376.65
1995-03-06,378.9
1995-03-07,383.95
1995-03-08,379.9
1995-03-09,381.4
1995-03-10,381.85
1995-03-13,385.0
1995-03-14,385.75
1995-03-15,386.4
1995-03-16,384.4
1995-03-17,383.4
1995-03-20,382.75
1995-03-21,381.95
1995-03-22,382.6
1995-03-23,383.85
1995-03-24,381.95
1995-03-27,381.9
1995-03-28,382.6
1995-03-29,382.15
1995-03-30,385.75
1995-03-31,390.75
1995-04-03,392.1
1995-04-04,391.8
1995-04-05,394.7
1995-04-06,393.35
1995-04-07,392.65
1995-04-10,389.55
1995-04-11,390.3
1995-04-12,389.95
1995-04-13,389.9
1995-04-14,391.5
1995-04-17,393.6
1995-04-18,396.25
1995-04-19,394.45
1995-04-20,391.9
1995-04-21,390.05
1995-04-24,390.35
1995-04-25,390.05
1995-04-26,386.25
1995-04-27,389.25
1995-04-28,386.75
1995-05-01,387.9
1995-05-02,389.15
1995-05-03,389.6
1995-05-04,391.25
1995-05-05,391.05
1995-05-08,389.6
1995-05-09,383.55
1995-05-10,383.8
1995-05-11,383.25
1995-05-12,383.5
1995-05-15,384.65
1995-05-16,384.5
1995-05-17,383.25
1995-05-18,383.3
1995-05-19,382.25
1995-05-22,381.95
1995-05-23,383.0
1995-05-24,384.0
1995-05-25,385.4
1995-05-26,385.75
1995-05-29,387.0
1995-05-30,384.25
1995-05-31,384.1
1995-06-01,384.45
1995-06-02,383.55
1995-06-05,384.3
1995-06-06,384.5
1995-06-07,386.1
1995-06-08,386.5
