,Date,XAU/USD
0,1979-12-27,515.5
1,1979-12-28,512.0
2,1980-01-01,512.0
3,1980-01-02,559.75
4,1980-01-03,634.25
5,1980-01-04,634.25
6,1980-01-07,634.0
7,1980-01-08,610.0
8,1980-01-09,607.2
9,1980-01-10,603.35
10,1980-01-11,623.0
11,1980-01-14,660.0
12,1980-01-15,684.0
13,1980-01-16,760.0
14,1980-01-17,750.0
15,1980-01-18,835.0
16,1980-01-21,835.0
17,1980-01-22,737.5
18,1980-01-23,695.0
19,1980-01-24,717.0
20,1980-01-25,668.0
21,1980-01-28,624.0
22,1980-01-29,674.25
23,1980-01-30,691.0
24,1980-01-31,653.0
25,1980-02-01,676.5
26,1980-02-04,669.75
27,1980-02-05,669.75
28,1980-02-06,709.0
29,1980-02-07,699.25
30,1980-02-08,692.0
31,1980-02-11,710.5
32,1980-02-12,694.5
33,1980-02-13,696.75
34,1980-02-14,682.0
35,1980-02-15,667.0
36,1980-02-18,667.0
37,1980-02-19,652.25
38,1980-02-20,652.25
39,1980-02-21,665.0
40,1980-02-22,630.0
41,1980-02-25,616.5
42,1980-02-26,642.25
43,1980-02-27,636.0
44,1980-02-28,646.0
45,1980-02-29,637.0
46,1980-03-03,663.75
47,1980-03-04,631.25
48,1980-03-05,643.5
49,1980-03-06,643.5
50,1980-03-07,609.0
51,1980-03-10,585.0
52,1980-03-11,570.25
53,1980-03-12,585.7
54,1980-03-13,556.5
55,1980-03-14,523.0
56,1980-03-17,484.0
57,1980-03-18,481.5
58,1980-03-19,527.0
59,1980-03-20,561.0
60,1980-03-21,561.0
61,1980-03-24,558.25
62,1980-03-25,547.25
63,1980-03-26,508.0
64,1980-03-27,485.25
65,1980-03-28,490.0
66,1980-03-31,495.0
67,1980-04-01,509.5
68,1980-04-02,500.5
69,1980-04-03,485.75
70,1980-04-04,485.75
71,1980-04-07,485.75
72,1980-04-08,528.0
73,1980-04-09,554.0
74,1980-04-10,526.0
75,1980-04-11,530.5
76,1980-04-14,529.75
77,1980-04-15,497.5
78,1980-04-16,520.0
79,1980-04-17,513.0
80,1980-04-18,515.6
81,1980-04-21,506.0
82,1980-04-22,506.0
83,1980-04-23,506.5
84,1980-04-24,515.7
85,1980-04-25,551.5
86,1980-04-28,524.25
87,1980-04-29,513.75
88,1980-04-30,518.0
89,1980-05-01,490.0
90,1980-05-02,512.5
91,1980-05-05,515.0
92,1980-05-06,512.5
93,1980-05-07,512.5
94,1980-05-08,515.75
95,1980-05-09,508.25
96,1980-05-12,513.25
97,1980-05-13,512.0
98,1980-05-14,525.0
99,1980-05-15,517.0
100,1980-05-16,516.5
101,1980-05-19,514.25
102,1980-05-20,507.75
103,1980-05-21,513.5
104,1980-05-22,513.5
105,1980-05-23,511.25
106,1980-05-26,511.25
107,1980-05-27,514.8
108,1980-05-28,526.5
109,1980-05-29,519.6
110,1980-05-30,535.5
111,1980-06-02,561.5
112,1980-06-03,552.5
113,1980-06-04,571.5
114,1980-06-05,581.75
115,1980-06-06,581.75
116,1980-06-09,623.75
117,1980-06-10,604.0
118,1980-06-11,596.0
119,1980-06-12,590.0
120,1980-06-13,608.4
121,1980-06-16,590.0
122,1980-06-17,591.75
123,1980-06-18,602.5
124,1980-06-19,599.0
125,1980-06-20,602.5
126,1980-06-23,602.5
127,1980-06-24,603.0
128,1980-06-25,622.5
129,1980-06-26,624.5
130,1980-06-27,637.5
131,1980-06-30,653.5
132,1980-07-01,660.0
133,1980-07-02,661.5
134,1980-07-03,663.5
135,1980-07-04,663.5
136,1980-07-07,667.5
137,1980-07-08,687.5
138,1980-07-09,671.0
139,1980-07-10,656.5
140,1980-07-11,666.7
141,1980-07-14,650.0
142,1980-07-15,619.5
143,1980-07-16,624.75
144,1980-07-17,627.25
145,1980-07-18,606.0
146,1980-07-21,617.5
147,1980-07-22,613.0
148,1980-07-23,631.25
149,1980-07-24,643.0
150,1980-07-25,651.75
151,1980-07-28,643.5
152,1980-07-29,646.75
153,1980-07-30,629.0
154,1980-07-31,614.25
155,1980-08-01,622.0
156,1980-08-04,630.75
157,1980-08-05,630.5
158,1980-08-06,627.75
159,1980-08-07,629.5
160,1980-08-08,630.0
161,1980-08-11,617.0
162,1980-08-12,605.0
163,1980-08-13,615.25
164,1980-08-14,626.0
165,1980-08-15,624.5
166,1980-08-18,612.5
167,1980-08-19,624.0
168,1980-08-20,634.75
169,1980-08-21,645.25
170,1980-08-22,639.2
171,1980-08-25,634.75
172,1980-08-26,628.85
173,1980-08-27,633.85
174,1980-08-28,635.3
175,1980-08-29,631.25
176,1980-09-01,631.25
177,1980-09-02,640.0
178,1980-09-03,636.75
179,1980-09-04,647.25
180,1980-09-05,651.0
181,1980-09-08,672.0
182,1980-09-09,670.5
183,1980-09-10,686.5
184,1980-09-11,674.0
185,1980-09-12,685.5
186,1980-09-15,666.5
187,1980-09-16,668.0
188,1980-09-17,673.0
189,1980-09-18,672.25
190,1980-09-19,674.0
191,1980-09-22,710.0
192,1980-09-23,711.0
193,1980-09-24,710.5
194,1980-09-25,697.75
195,1980-09-26,698.25
196,1980-09-29,679.25
197,1980-09-30,666.75
198,1980-10-01,682.0
199,1980-10-02,665.75
200,1980-10-03,660.5
201,1980-10-06,675.8
202,1980-10-07,678.15
203,1980-10-08,677.0
204,1980-10-09,690.0
205,1980-10-10,685.25
206,1980-10-13,685.25
207,1980-10-14,668.5
208,1980-10-15,678.3
209,1980-10-16,674.0
210,1980-10-17,670.5
211,1980-10-20,657.0
212,1980-10-21,652.5
213,1980-10-22,660.0
214,1980-10-23,634.5
215,1980-10-24,633.0
216,1980-10-27,637.25
217,1980-10-28,631.75
218,1980-10-29,644.0
219,1980-10-30,642.8
220,1980-10-31,629.0
221,1980-11-03,640.5
222,1980-11-04,640.5
223,1980-11-05,652.0
224,1980-11-06,632.0
225,1980-11-07,596.0
226,1980-11-10,612.8
227,1980-11-11,598.5
228,1980-11-12,619.5
229,1980-11-13,622.0
230,1980-11-14,612.5
231,1980-11-17,611.75
232,1980-11-18,619.0
233,1980-11-19,629.75
234,1980-11-20,630.5
235,1980-11-21,634.75
236,1980-11-24,631.0
237,1980-11-25,616.35
238,1980-11-26,623.0
239,1980-11-27,623.0
240,1980-11-28,623.0
241,1980-12-01,635.3
242,1980-12-02,627.0
243,1980-12-03,627.5
244,1980-12-04,631.5
245,1980-12-05,617.0
246,1980-12-08,617.25
247,1980-12-09,604.0
248,1980-12-10,579.0
249,1980-12-11,558.0
250,1980-12-12,562.75
251,1980-12-15,579.3
252,1980-12-16,561.0
253,1980-12-17,575.75
254,1980-12-18,573.5
255,1980-12-19,575.0
256,1980-12-22,594.75
257,1980-12-23,602.5
258,1980-12-24,601.0
259,1980-12-25,601.0
260,1980-12-26,601.0
261,1980-12-29,593.75
262,1980-12-30,589.25
263,1980-12-31,586.0
264,1981-01-01,586.0
265,1981-01-02,586.0
266,1981-01-05,597.5
267,1981-01-06,599.25
268,1981-01-07,585.0
269,1981-01-08,574.75
270,1981-01-09,577.75
271,1981-01-12,562.0
272,1981-01-13,562.75
273,1981-01-14,556.5
274,1981-01-15,571.5
275,1981-01-16,560.75
276,1981-01-19,566.75
277,1981-01-20,562.0
278,1981-01-21,578.0
279,1981-01-22,564.0
280,1981-01-23,553.0
281,1981-01-26,528.5
282,1981-01-27,524.0
283,1981-01-28,523.5
284,1981-01-29,493.75
285,1981-01-30,506.5
286,1981-02-02,493.5
287,1981-02-03,486.25
288,1981-02-04,505.0
289,1981-02-05,498.5
290,1981-02-06,500.5
291,1981-02-09,512.5
292,1981-02-10,519.5
293,1981-02-11,501.0
294,1981-02-12,490.25
295,1981-02-13,491.5
296,1981-02-16,491.5
297,1981-02-17,500.75
298,1981-02-18,505.0
299,1981-02-19,503.25
300,1981-02-20,511.5
301,1981-02-23,501.5
302,1981-02-24,503.0
303,1981-02-25,500.5
304,1981-02-26,492.0
305,1981-02-27,489.0
306,1981-03-02,465.5
307,1981-03-03,471.0
308,1981-03-04,465.5
309,1981-03-05,461.5
310,1981-03-06,467.0
311,1981-03-09,475.25
312,1981-03-10,487.25
313,1981-03-11,476.25
314,1981-03-12,478.0
315,1981-03-13,492.0
316,1981-03-16,499.75
317,1981-03-17,493.25
318,1981-03-18,506.0
319,1981-03-19,510.0
320,1981-03-20,516.75
321,1981-03-23,526.0
322,1981-03-24,536.25
323,1981-03-25,528.0
324,1981-03-26,539.5
325,1981-03-27,538.75
326,1981-03-30,526.5
327,1981-03-31,513.75
328,1981-04-01,514.25
329,1981-04-02,519.5
330,1981-04-03,523.0
331,1981-04-06,533.75
332,1981-04-07,514.25
333,1981-04-08,508.5
334,1981-04-09,503.0
335,1981-04-10,493.5
336,1981-04-13,473.75
337,1981-04-14,483.0
338,1981-04-15,476.25
339,1981-04-16,482.5
340,1981-04-17,482.5
341,1981-04-20,477.0
342,1981-04-21,481.0
343,1981-04-22,501.0
344,1981-04-23,488.5
345,1981-04-24,494.5
346,1981-04-27,483.0
347,1981-04-28,482.75
348,1981-04-29,477.25
349,1981-04-30,482.75
350,1981-05-01,487.5
351,1981-05-04,481.5
352,1981-05-05,476.25
353,1981-05-06,482.0
354,1981-05-07,477.75
355,1981-05-08,485.75
356,1981-05-11,493.0
357,1981-05-12,484.0
358,1981-05-13,484.25
359,1981-05-14,476.5
360,1981-05-15,485.0
361,1981-05-18,481.75
362,1981-05-19,481.5
363,1981-05-20,479.75
364,1981-05-21,475.0
365,1981-05-22,472.75
366,1981-05-25,472.75
367,1981-05-26,466.5
368,1981-05-27,466.75
369,1981-05-28,479.0
370,1981-05-29,479.25
371,1981-06-01,483.25
372,1981-06-02,474.0
373,1981-06-03,475.5
374,1981-06-04,462.5
375,1981-06-05,460.0
376,1981-06-08,473.5
377,1981-06-09,460.5
378,1981-06-10,465.25
379,1981-06-11,464.25
380,1981-06-12,472.0
381,1981-06-15,471.75
382,1981-06-16,461.5
383,1981-06-17,461.75
384,1981-06-18,459.0
385,1981-06-19,458.25
386,1981-06-22,462.0
387,1981-06-23,466.5
388,1981-06-24,462.0
389,1981-06-25,446.5
390,1981-06-26,442.0
391,1981-06-29,428.75
392,1981-06-30,426.0
393,1981-07-01,422.0
394,1981-07-02,414.5
395,1981-07-03,414.5
396,1981-07-06,403.75
397,1981-07-07,405.0
398,1981-07-08,397.75
399,1981-07-09,406.25
400,1981-07-10,416.5
401,1981-07-13,413.0
402,1981-07-14,402.25
403,1981-07-15,412.25
404,1981-07-16,418.25
405,1981-07-17,415.0
406,1981-07-20,412.5
407,1981-07-21,406.0
408,1981-07-22,411.5
409,1981-07-23,407.75
410,1981-07-24,407.5
411,1981-07-27,408.75
412,1981-07-28,401.5
413,1981-07-29,404.2
414,1981-07-30,402.25
415,1981-07-31,406.0
416,1981-08-03,392.5
417,1981-08-04,391.25
418,1981-08-05,392.4
419,1981-08-06,393.25
420,1981-08-07,397.25
421,1981-08-10,393.75
422,1981-08-11,401.0
423,1981-08-12,417.5
424,1981-08-13,407.25
425,1981-08-14,413.0
426,1981-08-17,441.5
427,1981-08-18,420.0
428,1981-08-19,431.5
429,1981-08-20,429.0
430,1981-08-21,429.5
431,1981-08-24,422.0
432,1981-08-25,409.75
433,1981-08-26,414.0
434,1981-08-27,411.75
435,1981-08-28,425.0
436,1981-08-31,427.0
437,1981-09-01,421.5
438,1981-09-02,430.0
439,1981-09-03,436.5
440,1981-09-04,439.5
441,1981-09-07,439.5
442,1981-09-08,439.0
443,1981-09-09,436.75
444,1981-09-10,451.5
445,1981-09-11,448.25
446,1981-09-14,451.25
447,1981-09-15,456.0
448,1981-09-16,449.0
449,1981-09-17,459.0
450,1981-09-18,447.0
451,1981-09-21,463.5
452,1981-09-22,462.0
453,1981-09-23,456.5
454,1981-09-24,446.25
455,1981-09-25,450.5
456,1981-09-28,421.5
457,1981-09-29,431.75
458,1981-09-30,428.75
459,1981-10-01,436.75
460,1981-10-02,435.0
461,1981-10-05,441.25
462,1981-10-06,443.0
463,1981-10-07,445.5
464,1981-10-08,443.25
465,1981-10-09,453.5
466,1981-10-12,453.5
467,1981-10-13,443.25
468,1981-10-14,444.25
469,1981-10-15,446.65
470,1981-10-16,443.75
471,1981-10-19,436.7
472,1981-10-20,437.3
473,1981-10-21,429.0
474,1981-10-22,433.75
475,1981-10-23,432.5
476,1981-10-26,426.0
477,1981-10-27,427.4
478,1981-10-28,430.8
479,1981-10-29,424.5
480,1981-10-30,427.0
481,1981-11-02,430.0
482,1981-11-03,428.25
483,1981-11-04,431.25
484,1981-11-05,428.5
485,1981-11-06,428.25
486,1981-11-09,429.75
487,1981-11-10,418.5
488,1981-11-11,412.0
489,1981-11-12,411.5
490,1981-11-13,412.5
491,1981-11-16,404.25
492,1981-11-17,398.75
493,1981-11-18,403.75
494,1981-11-19,401.0
495,1981-11-20,401.5
496,1981-11-23,396.75
497,1981-11-24,399.25
498,1981-11-25,409.5
499,1981-11-26,409.5
500,1981-11-27,409.5
501,1981-11-30,414.5
502,1981-12-01,402.5
503,1981-12-02,406.75
504,1981-12-03,416.5
505,1981-12-04,426.0
506,1981-12-07,416.75
507,1981-12-08,415.25
508,1981-12-09,410.25
509,1981-12-10,405.5
510,1981-12-11,409.75
511,1981-12-14,417.5
512,1981-12-15,413.25
513,1981-12-16,416.75
514,1981-12-17,416.25
515,1981-12-18,415.75
516,1981-12-21,410.5
517,1981-12-22,399.6
518,1981-12-23,400.4
519,1981-12-24,400.4
520,1981-12-25,400.4
521,1981-12-28,396.0
522,1981-12-29,395.0
523,1981-12-30,397.5
524,1981-12-31,401.0
525,1982-01-01,401.0
526,1982-01-04,395.0
527,1982-01-05,403.5
528,1982-01-06,401.5
529,1982-01-07,396.5
530,1982-01-08,400.25
531,1982-01-11,388.25
532,1982-01-12,389.0
533,1982-01-13,380.0
534,1982-01-14,374.75
535,1982-01-15,379.25
536,1982-01-18,373.75
537,1982-01-19,375.25
538,1982-01-20,371.5
539,1982-01-21,376.0
540,1982-01-22,377.25
541,1982-01-25,372.0
542,1982-01-26,376.5
543,1982-01-27,381.75
544,1982-01-28,383.5
545,1982-01-29,387.0
546,1982-02-01,379.5
547,1982-02-02,379.15
548,1982-02-03,378.0
549,1982-02-04,383.75
550,1982-02-05,384.25
551,1982-02-08,379.75
552,1982-02-09,378.5
553,1982-02-10,382.15
554,1982-02-11,380.0
555,1982-02-12,377.5
556,1982-02-15,377.5
557,1982-02-16,375.25
558,1982-02-17,374.0
559,1982-02-18,369.25
560,1982-02-19,369.25
561,1982-02-22,364.25
562,1982-02-23,361.0
563,1982-02-24,362.75
564,1982-02-25,366.45
565,1982-02-26,362.6
566,1982-03-01,361.25
567,1982-03-02,361.25
568,1982-03-03,353.75
569,1982-03-04,346.5
570,1982-03-05,342.4
571,1982-03-08,330.5
572,1982-03-09,329.25
573,1982-03-10,333.0
574,1982-03-11,331.75
575,1982-03-12,323.25
576,1982-03-15,312.0
577,1982-03-16,324.5
578,1982-03-17,316.0
579,1982-03-18,320.0
580,1982-03-19,315.75
581,1982-03-22,320.8
582,1982-03-24,331.75
583,1982-03-25,327.75
584,1982-03-26,322.25
585,1982-03-29,318.5
586,1982-03-30,324.25
587,1982-03-31,320.22
588,1982-04-01,327.0
589,1982-04-02,327.75
590,1982-04-05,337.5
591,1982-04-06,345.5
592,1982-04-07,354.0
593,1982-04-08,351.5
594,1982-04-09,351.5
595,1982-04-12,353.5
596,1982-04-13,353.5
597,1982-04-14,366.75
598,1982-04-15,363.25
599,1982-04-16,362.75
600,1982-04-19,357.0
601,1982-04-20,343.0
602,1982-04-21,346.75
603,1982-04-22,345.0
604,1982-04-23,352.25
605,1982-04-26,357.0
606,1982-04-27,351.75
607,1982-04-28,354.5
608,1982-04-29,348.75
609,1982-04-30,361.25
610,1982-05-03,345.5
611,1982-05-04,341.75
612,1982-05-05,338.4
613,1982-05-06,334.5
614,1982-05-07,334.75
615,1982-05-10,329.0
616,1982-05-11,332.25
617,1982-05-12,331.5
618,1982-05-13,331.0
619,1982-05-14,333.25
620,1982-05-17,338.5
621,1982-05-18,338.0
622,1982-05-19,342.0
623,1982-05-20,342.5
624,1982-05-21,338.5
625,1982-05-24,329.0
626,1982-05-25,327.9
627,1982-05-26,330.25
628,1982-05-27,324.25
629,1982-05-28,325.25
630,1982-05-31,325.25
631,1982-06-01,318.75
632,1982-06-02,318.5
633,1982-06-03,320.35
634,1982-06-04,318.75
635,1982-06-07,325.25
636,1982-06-08,328.75
637,1982-06-09,326.0
638,1982-06-10,326.75
639,1982-06-11,325.25
640,1982-06-14,320.75
641,1982-06-15,315.0
642,1982-06-16,317.0
643,1982-06-17,309.0
644,1982-06-18,308.75
645,1982-06-21,296.75
646,1982-06-22,304.0
647,1982-06-23,304.0
648,1982-06-24,310.25
649,1982-06-25,305.5
650,1982-06-28,303.75
651,1982-06-29,309.0
652,1982-06-30,317.5
653,1982-07-01,310.2
654,1982-07-02,312.7
655,1982-07-06,311.0
656,1982-07-07,306.7
657,1982-07-08,313.5
658,1982-07-09,328.5
659,1982-07-12,343.0
660,1982-07-13,352.5
661,1982-07-14,352.7
662,1982-07-15,350.2
663,1982-07-16,347.0
664,1982-07-19,347.5
665,1982-07-20,347.7
666,1982-07-21,366.5
667,1982-07-22,353.0
668,1982-07-23,363.2
669,1982-07-26,352.2
670,1982-07-27,351.2
671,1982-07-28,347.0
672,1982-07-29,342.5
673,1982-07-30,342.9
674,1982-08-02,351.3
675,1982-08-03,349.2
676,1982-08-04,346.2
677,1982-08-05,346.5
678,1982-08-06,344.7
679,1982-08-09,336.0
680,1982-08-10,338.2
681,1982-08-11,333.5
682,1982-08-12,334.7
683,1982-08-13,338.0
684,1982-08-16,341.7
685,1982-08-17,337.7
686,1982-08-18,357.7
687,1982-08-19,356.6
688,1982-08-20,386.5
689,1982-08-23,394.5
690,1982-08-24,407.7
691,1982-08-25,401.0
692,1982-08-26,417.0
693,1982-08-27,418.0
694,1982-08-30,402.2
695,1982-08-31,411.5
696,1982-09-01,405.2
697,1982-09-02,409.7
698,1982-09-03,455.0
699,1982-09-07,481.0
700,1982-09-08,458.0
701,1982-09-09,466.0
702,1982-09-10,453.0
703,1982-09-13,439.0
704,1982-09-14,454.2
705,1982-09-15,443.2
706,1982-09-16,448.5
707,1982-09-17,441.5
708,1982-09-20,424.2
709,1982-09-21,426.5
710,1982-09-22,443.7
711,1982-09-23,435.8
712,1982-09-24,431.0
713,1982-09-27,413.7
714,1982-09-28,410.5
715,1982-09-29,409.7
716,1982-09-30,397.0
717,1982-10-01,402.0
718,1982-10-04,387.5
719,1982-10-05,390.2
720,1982-10-06,404.0
721,1982-10-07,418.5
722,1982-10-08,433.0
723,1982-10-12,441.2
724,1982-10-13,428.7
725,1982-10-14,448.0
726,1982-10-15,432.5
727,1982-10-18,428.2
728,1982-10-19,441.5
729,1982-10-20,422.0
730,1982-10-21,432.5
731,1982-10-22,428.0
732,1982-10-25,418.6
733,1982-10-26,419.2
734,1982-10-27,417.7
735,1982-10-28,418.2
736,1982-11-03,427.5
737,1982-11-04,424.7
738,1982-11-05,417.5
739,1982-11-08,407.2
740,1982-11-09,409.2
741,1982-11-10,411.0
742,1982-11-11,401.2
743,1982-11-12,398.0
744,1982-11-15,403.2
745,1982-11-16,407.5
746,1982-11-17,412.5
747,1982-11-18,408.5
748,1982-11-19,417.6
749,1982-11-22,410.5
750,1982-11-23,406.0
751,1982-11-24,409.2
752,1982-11-26,406.0
753,1982-11-29,434.0
754,1982-11-30,436.0
755,1982-12-01,440.2
756,1982-12-02,446.2
757,1982-12-03,441.2
758,1982-12-06,445.2
759,1982-12-07,454.5
760,1982-12-08,445.0
761,1982-12-09,437.5
762,1982-12-10,435.7
763,1982-12-13,438.7
764,1982-12-14,449.4
765,1982-12-15,437.5
766,1982-12-16,440.2
767,1982-12-17,437.0
768,1982-12-20,440.2
769,1982-12-21,442.2
770,1982-12-22,447.2
771,1982-12-23,445.7
772,1982-12-27,457.0
773,1982-12-28,455.5
774,1982-12-29,460.5
775,1982-12-30,456.9
776,1983-01-03,452.0
777,1983-01-04,449.5
778,1983-01-05,454.0
779,1983-01-06,454.5
780,1983-01-07,465.0
781,1983-01-10,474.0
782,1983-01-11,484.5
783,1983-01-12,480.5
784,1983-01-13,488.2
785,1983-01-14,483.2
786,1983-01-17,498.5
787,1983-01-18,485.0
788,1983-01-19,495.5
789,1983-01-20,487.2
790,1983-01-21,485.0
791,1983-01-24,476.0
792,1983-01-25,488.7
793,1983-01-26,486.5
794,1983-01-27,496.5
795,1983-01-28,493.7
796,1983-01-31,499.5
797,1983-02-01,508.5
798,1983-02-02,498.2
799,1983-02-03,503.5
800,1983-02-04,498.5
801,1983-02-07,490.2
802,1983-02-08,497.2
803,1983-02-09,490.5
804,1983-02-10,496.0
805,1983-02-11,504.5
806,1983-02-14,500.5
807,1983-02-15,509.2
808,1983-02-16,508.5
809,1983-02-17,504.7
810,1983-02-18,503.5
811,1983-02-22,485.5
812,1983-02-23,470.2
813,1983-02-24,475.0
814,1983-02-25,464.7
815,1983-02-28,408.5
816,1983-03-01,414.0
817,1983-03-02,430.0
818,1983-03-03,429.5
819,1983-03-04,412.5
820,1983-03-07,420.7
821,1983-03-08,417.5
822,1983-03-09,426.0
823,1983-03-10,434.7
824,1983-03-11,420.5
825,1983-03-14,428.5
826,1983-03-15,434.5
827,1983-03-16,419.0
828,1983-03-17,416.5
829,1983-03-18,421.7
830,1983-03-21,414.5
831,1983-03-22,421.2
832,1983-03-23,410.0
833,1983-03-24,415.5
834,1983-03-25,411.7
835,1983-03-28,408.7
836,1983-03-29,412.7
837,1983-03-30,418.0
838,1983-03-31,414.7
839,1983-04-04,417.0
840,1983-04-05,426.7
841,1983-04-06,428.5
842,1983-04-07,425.7
843,1983-04-08,421.2
844,1983-04-11,426.7
845,1983-04-12,432.7
846,1983-04-13,429.2
847,1983-04-14,435.5
848,1983-04-15,436.5
849,1983-04-18,443.0
850,1983-04-19,439.5
851,1983-04-20,433.7
852,1983-04-21,439.5
853,1983-04-22,437.0
854,1983-04-25,441.5
855,1983-04-26,435.5
856,1983-04-27,434.2
857,1983-04-28,428.5
858,1983-04-29,429.2
859,1983-05-02,428.5
860,1983-05-03,433.5
861,1983-05-04,432.7
862,1983-05-05,433.7
863,1983-05-06,431.2
864,1983-05-09,434.0
865,1983-05-10,443.7
866,1983-05-11,443.0
867,1983-05-12,439.7
868,1983-05-13,441.2
869,1983-05-16,436.2
870,1983-05-17,440.7
871,1983-05-18,442.7
872,1983-05-19,442.6
873,1983-05-20,438.7
874,1983-05-23,432.7
875,1983-05-24,436.8
876,1983-05-25,441.7
877,1983-05-26,440.0
878,1983-05-27,437.2
879,1983-05-31,437.5
880,1983-06-01,410.0
881,1983-06-02,412.5
882,1983-06-03,411.5
883,1983-06-06,407.7
884,1983-06-07,400.2
885,1983-06-08,403.0
886,1983-06-09,407.7
887,1983-06-10,411.2
888,1983-06-13,413.0
889,1983-06-14,407.9
890,1983-06-15,408.2
891,1983-06-16,412.5
892,1983-06-17,415.5
893,1983-06-20,415.7
894,1983-06-21,414.7
895,1983-06-22,420.5
896,1983-06-23,420.5
897,1983-06-24,423.5
898,1983-06-27,419.5
899,1983-06-28,416.0
900,1983-06-29,414.8
901,1983-06-30,416.0
902,1983-07-01,416.2
903,1983-07-05,410.7
904,1983-07-06,411.6
905,1983-07-07,412.2
906,1983-07-08,426.0
907,1983-07-11,430.5
908,1983-07-12,429.0
909,1983-07-13,427.2
910,1983-07-14,426.2
911,1983-07-15,422.2
912,1983-07-18,422.4
913,1983-07-19,423.7
914,1983-07-20,428.2
915,1983-07-21,429.7
916,1983-07-22,423.5
917,1983-07-25,422.0
918,1983-07-26,425.5
919,1983-07-27,426.2
920,1983-07-28,425.5
921,1983-07-29,422.0
922,1983-08-01,411.2
923,1983-08-02,414.2
924,1983-08-03,411.0
925,1983-08-04,414.0
926,1983-08-05,409.7
927,1983-08-08,408.5
928,1983-08-09,413.0
929,1983-08-10,408.2
930,1983-08-11,411.7
931,1983-08-12,412.4
932,1983-08-15,416.0
933,1983-08-16,420.5
934,1983-08-17,422.5
935,1983-08-18,421.5
936,1983-08-19,417.7
937,1983-08-22,421.7
938,1983-08-23,426.4
939,1983-08-24,424.0
940,1983-08-25,423.2
941,1983-08-26,417.0
942,1983-08-29,416.5
943,1983-08-30,418.1
944,1983-08-31,414.2
945,1983-09-01,416.6
946,1983-09-02,417.5
947,1983-09-06,418.2
948,1983-09-07,413.2
949,1983-09-08,414.0
950,1983-09-09,414.7
951,1983-09-12,415.7
952,1983-09-13,406.7
953,1983-09-14,401.7
954,1983-09-15,405.2
955,1983-09-19,412.2
956,1983-09-20,412.3
957,1983-09-21,411.2
958,1983-09-22,407.7
959,1983-09-23,413.0
960,1983-09-26,415.0
961,1983-09-27,412.2
962,1983-09-28,413.6
963,1983-09-29,408.7
964,1983-09-30,405.0
965,1983-10-03,389.0
966,1983-10-04,393.5
967,1983-10-05,389.5
968,1983-10-06,394.0
969,1983-10-07,397.4
970,1983-10-10,397.4
971,1983-10-11,399.0
972,1983-10-12,394.7
973,1983-10-13,398.6
974,1983-10-14,398.7
975,1983-10-17,395.0
976,1983-10-18,397.2
977,1983-10-19,394.0
978,1983-10-20,389.7
979,1983-10-21,394.2
980,1983-10-24,394.5
981,1983-10-25,398.0
982,1983-10-26,392.6
983,1983-10-27,384.5
984,1983-10-28,387.7
985,1983-10-31,382.0
986,1983-11-01,377.7
987,1983-11-02,383.0
988,1983-11-03,377.7
989,1983-11-04,381.0
990,1983-11-07,379.0
991,1983-11-08,382.2
992,1983-11-09,383.0
993,1983-11-10,381.8
994,1983-11-11,382.0
995,1983-11-14,382.6
996,1983-11-15,383.2
997,1983-11-16,383.2
998,1983-11-17,375.7
999,1983-11-18,375.2
1000,1983-11-21,374.2
1001,1983-11-22,376.5
1002,1983-11-23,375.7
1003,1983-11-25,375.7
1004,1983-11-28,394.2
1005,1983-11-29,391.5
1006,1983-11-30,405.0
1007,1983-12-01,399.2
1008,1983-12-02,400.7
1009,1983-12-05,397.2
1010,1983-12-06,397.0
1011,1983-12-07,399.7
1012,1983-12-08,401.0
1013,1983-12-09,388.7
1014,1983-12-12,391.2
1015,1983-12-13,389.2
1016,1983-12-14,389.0
1017,1983-12-15,388.7
1018,1983-12-16,377.2
1019,1983-12-19,375.0
1020,1983-12-20,378.1
1021,1983-12-21,378.6
1022,1983-12-22,378.9
1023,1983-12-23,380.5
1024,1983-12-27,377.7
1025,1983-12-28,378.0
1026,1983-12-29,382.4
1027,1983-12-30,381.5
1028,1984-01-03,383.0
1029,1984-01-04,374.0
1030,1984-01-05,375.2
1031,1984-01-06,375.2
1032,1984-01-09,365.2
1033,1984-01-10,371.2
1034,1984-01-11,367.7
1035,1984-01-12,368.5
1036,1984-01-13,373.2
1037,1984-01-16,369.1
1038,1984-01-17,367.7
1039,1984-01-18,368.7
1040,1984-01-19,374.7
1041,1984-01-20,371.2
1042,1984-01-23,371.35
1043,1984-01-24,365.1
1044,1984-01-25,366.5
1045,1984-01-26,367.0
1046,1984-01-27,370.0
1047,1984-01-30,369.8
1048,1984-01-31,373.7
1049,1984-02-01,378.1
1050,1984-02-02,383.2
1051,1984-02-03,383.1
1052,1984-02-06,380.8
1053,1984-02-07,379.7
1054,1984-02-08,386.2
1055,1984-02-09,383.0
1056,1984-02-10,377.6
1057,1984-02-13,376.8
1058,1984-02-14,376.0
1059,1984-02-15,383.0
1060,1984-02-16,383.9
1061,1984-02-17,382.1
1062,1984-02-21,389.0
1063,1984-02-22,395.2
1064,1984-02-23,398.2
1065,1984-02-24,395.7
1066,1984-02-27,393.5
1067,1984-02-28,399.2
1068,1984-02-29,394.2
1069,1984-03-01,392.7
